"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX5991583","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678116","","0.66","1","1724","862000","Control_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991582","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678115","","0.57","1","1465","732500","Control_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991581","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678114","","0.61","1","1631","815500","Control_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991580","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678113","","0.95","1","2730","1365000","Control_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991579","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678112","","0.57","1","1506","753000","Control_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991578","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678111","","1.52","1","4315","2157500","Control_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991577","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678110","","0.81","1","2236","1118000","Control_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991576","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678109","","0.48","1","1208","604000","Control_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991575","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678108","","0.16","1","238","119000","Control_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991574","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678107","","0.53","1","1357","678500","Control_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991573","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678106","","0.87","1","2395","1197500","Control_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991572","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678105","","0.47","1","1161","580500","Control_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991571","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678104","","1.15","1","3274","1637000","Chlorpromazine_20uM_T96h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991570","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678103","","0.67","1","1803","901500","Chlorpromazine_20uM_T96h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991569","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678102","","0.94","1","2650","1325000","Chlorpromazine_20uM_T48h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991568","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678101","","0.86","1","2476","1238000","Chlorpromazine_20uM_T48h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991567","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678100","","0.52","1","1327","663500","Chlorpromazine_20uM_T3h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991566","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678099","","0.66","1","1785","892500","Chlorpromazine_20uM_T3h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991565","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678098","","3.9","1","13306","6653000","Chlorpromazine_20uM_T30_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991564","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678097","","0.98","1","2787","1393500","Chlorpromazine_20uM_T30_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991563","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678096","","0.89","1","2591","1295500","Chlorpromazine_20uM_T1h_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991562","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678095","","0.99","1","2824","1412000","Chlorpromazine_20uM_T1h_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991561","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678094","","0.83","1","2303","1151500","Chlorpromazine_20uM_T15_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991560","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678093","","1.39","1","4042","2021000","Chlorpromazine_20uM_T15_runA_r1","AMPLICON","METAGENOMIC","PCR"
"ERX5991559","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678092","","1.76","1","5082","2541000","Chlorpromazine_20uM_T0_runA_r2","AMPLICON","METAGENOMIC","PCR"
"ERX5991558","Illumina MiSeq paired end sequencing","synthetic metagenome","Illumina MiSeq","European Molecular Biology Laboratory","ERP130819","Multi-omics analysis of a synthetic gut microbial community.","ERS6678091","","0.87","1","2401","1200500","Chlorpromazine_20uM_T0_runA_r1","AMPLICON","METAGENOMIC","PCR"
